"Date","Amount","Category","Vendor","Customer"
"2026-02-01","9087","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-26","13368","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-01-08","30237","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-02-01","42203","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-02-01","24858","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-02-23","25145","Inventory","Prime Consulting","Direct Consumer"
"2026-02-20","4628","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-21","40823","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-02-27","18945","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-21","35676","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-01-24","26918","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-03-22","37768","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-03-16","3598","Professional Fees","Prime Consulting","Direct Consumer"
"2026-03-15","46125","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-03-15","24468","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-30","12250","Inventory","Global Office Ltd","Public Sector Dept"
"2026-02-12","28847","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-02-22","5326","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-02-26","30207","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-03-19","45562","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-01-06","38023","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-01-31","23750","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-02-18","28177","Professional Fees","Prime Consulting","Direct Consumer"
"2026-01-06","2658","Rent","Global Office Ltd","Public Sector Dept"
"2026-01-07","35925","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-01-23","31769","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-02-01","43070","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-16","48790","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-03-09","20568","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-02","24749","Rent","Azure Utilities","Public Sector Dept"
"2026-02-03","26157","Rent","Azure Utilities","Public Sector Dept"
"2026-02-08","43076","Inventory","Azure Utilities","Retail Giant A"
"2026-03-13","12782","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-17","15788","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-02-18","33934","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-02-01","24832","Rent","Global Office Ltd","Public Sector Dept"
"2026-03-31","17484","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-03-27","28668","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-02-13","30299","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-03-14","35059","Inventory","TechLogistics Corp","Retail Giant A"
"2026-03-13","13281","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-11","30479","Tax Provision","Prime Consulting","Retail Giant A"
"2026-02-04","16294","Rent","Azure Utilities","Public Sector Dept"
"2026-01-25","21513","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-01-06","19720","Inventory","TechLogistics Corp","Retail Giant A"
"2026-02-17","35847","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-02-13","18758","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-02-21","32638","Professional Fees","Prime Consulting","Retail Giant A"
"2026-03-23","36031","Inventory","Global Office Ltd","Direct Consumer"
"2026-02-09","21283","Rent","Azure Utilities","Direct Consumer"
"2026-01-04","30430","Inventory","Azure Utilities","Retail Giant A"
"2026-03-15","1771","Inventory","Azure Utilities","Direct Consumer"
"2026-03-27","5183","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-02-13","46249","Professional Fees","Azure Utilities","Direct Consumer"
"2026-03-17","12833","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-02-10","36734","Inventory","TechLogistics Corp","Retail Giant A"
"2026-01-15","38455","Rent","Global Office Ltd","SmallBiz Inc"
"2026-02-26","15647","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-02-27","4596","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-03-14","19610","Rent","Global Office Ltd","Retail Giant A"
"2026-02-23","35123","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-03-10","7154","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-02-02","13121","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-12","32146","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-02-09","26819","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-03-16","22914","Rent","Prime Consulting","Direct Consumer"
"2026-03-06","16451","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-01-19","25468","Tax Provision","Prime Consulting","Direct Consumer"
"2026-01-21","41717","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-01","44845","Inventory","Prime Consulting","SmallBiz Inc"
"2026-01-12","36407","Rent","Azure Utilities","Retail Giant A"
"2026-01-03","19242","Rent","TechLogistics Corp","Retail Giant A"
"2026-02-01","46236","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-05","32867","Rent","Azure Utilities","Public Sector Dept"
"2026-02-22","44443","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-26","27635","Inventory","Global Office Ltd","Direct Consumer"
"2026-02-01","6624","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-01-12","10672","Professional Fees","Azure Utilities","Retail Giant A"
"2026-01-07","42579","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-02-24","47843","Inventory","Global Office Ltd","Public Sector Dept"
"2026-01-12","2304","Tax Provision","Prime Consulting","Retail Giant A"
"2026-02-21","10985","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-06","8824","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-03-16","18010","Tax Provision","Prime Consulting","Direct Consumer"
"2026-03-27","34550","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-02-05","30112","Professional Fees","Prime Consulting","Direct Consumer"
"2026-01-09","5530","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-01-11","22876","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-08","9606","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-01-29","23538","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-01-22","25920","Inventory","Prime Consulting","SmallBiz Inc"
"2026-01-28","23023","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-01-13","34023","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-31","20994","Rent","Azure Utilities","Direct Consumer"
"2026-03-02","33289","Professional Fees","Prime Consulting","Retail Giant A"
"2026-03-02","36863","Rent","Global Office Ltd","Direct Consumer"
"2026-01-14","29746","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-01-09","7622","Inventory","TechLogistics Corp","Retail Giant A"
"2026-02-10","16570","Tax Provision","Azure Utilities","Direct Consumer"
"2026-03-05","23074","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-02-13","31368","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-02-26","2606","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-03-21","16494","Rent","Prime Consulting","Public Sector Dept"
"2026-02-09","26638","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-22","28388","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-03-22","48698","Rent","Prime Consulting","Public Sector Dept"
"2026-02-08","16211","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-01-10","9274","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-22","28385","Tax Provision","Prime Consulting","Retail Giant A"
"2026-02-07","15028","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-01-11","5917","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-02","1390","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-03-14","1676","Inventory","Azure Utilities","Retail Giant A"
"2026-03-20","28779","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-03-31","11947","Inventory","Azure Utilities","SmallBiz Inc"
"2026-02-09","45595","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-01-28","19894","Professional Fees","Prime Consulting","Direct Consumer"
"2026-02-05","44232","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-05","24839","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-01-17","3124","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-25","7667","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-02-02","11350","Professional Fees","Azure Utilities","SmallBiz Inc"
"2026-02-19","24786","Professional Fees","Azure Utilities","SmallBiz Inc"
"2026-01-08","47165","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-02-07","16497","Inventory","Azure Utilities","Public Sector Dept"
"2026-03-13","1398","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-02-08","28038","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-07","34659","Inventory","Prime Consulting","SmallBiz Inc"
"2026-01-04","38331","Rent","TechLogistics Corp","Direct Consumer"
"2026-02-08","8858","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-30","37346","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-02-26","46569","Inventory","Azure Utilities","Retail Giant A"
"2026-02-11","13454","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-02-19","16579","Professional Fees","Azure Utilities","Retail Giant A"
"2026-01-08","42023","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-02-09","35620","Rent","Prime Consulting","Public Sector Dept"
"2026-03-16","14058","Inventory","Global Office Ltd","Public Sector Dept"
"2026-02-08","36390","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-02-15","44511","Rent","TechLogistics Corp","Retail Giant A"
"2026-02-08","1610","Professional Fees","Azure Utilities","Retail Giant A"
"2026-03-07","32399","Inventory","Prime Consulting","Public Sector Dept"
"2026-02-22","41284","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-02-10","5972","Inventory","TechLogistics Corp","Retail Giant A"
"2026-01-12","32184","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-02-08","28259","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-01-23","1266","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-02-11","16267","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-01-11","22943","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-23","11986","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-03-11","36110","Rent","TechLogistics Corp","Direct Consumer"
"2026-03-24","9537","Professional Fees","Prime Consulting","Retail Giant A"
"2026-03-27","6220","Rent","TechLogistics Corp","Direct Consumer"
"2026-02-18","29203","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-01-27","33319","Inventory","TechLogistics Corp","Retail Giant A"
"2026-03-20","35613","Inventory","Prime Consulting","SmallBiz Inc"
"2026-02-26","36322","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-02-11","33972","Inventory","Prime Consulting","Direct Consumer"
"2026-02-20","33474","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-02-16","29848","Inventory","TechLogistics Corp","Direct Consumer"
"2026-01-16","37895","Rent","Azure Utilities","Retail Giant A"
"2026-01-21","28760","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-01-19","45274","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-01-27","32945","Rent","Prime Consulting","Public Sector Dept"
"2026-02-08","13829","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-02-11","14638","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-03-17","5688","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-02-18","40920","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-03-15","47911","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-01-22","35425","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-02-23","3413","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-02-25","14672","Inventory","Prime Consulting","Retail Giant A"
"2026-03-21","43467","Professional Fees","Prime Consulting","Direct Consumer"
"2026-02-09","27955","Rent","Global Office Ltd","Public Sector Dept"
"2026-02-07","16120","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-03-05","48465","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-02-25","15334","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-29","4759","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-02-25","12730","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-02-15","4240","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-01","40990","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-02-07","6787","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-01-05","13612","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-01-03","22838","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-02-11","36126","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-03-05","22548","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-03-18","9184","Tax Provision","Prime Consulting","Retail Giant A"
"2026-03-23","30724","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-03-15","40711","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-02-13","2944","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-01-12","16313","Rent","Global Office Ltd","Direct Consumer"
"2026-01-20","42451","Tax Provision","Azure Utilities","Direct Consumer"
"2026-01-24","40345","Rent","Global Office Ltd","Public Sector Dept"
"2026-01-07","22133","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-01-17","16885","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-01-18","7614","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-01-02","48017","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-02-07","45166","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-03-08","28012","Inventory","Prime Consulting","SmallBiz Inc"
"2026-03-25","43901","Tax Provision","Prime Consulting","Retail Giant A"
"2026-03-02","41130","Rent","Prime Consulting","Retail Giant A"
"2026-01-02","44478","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-02-01","25247","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-03","4378","Inventory","Global Office Ltd","Public Sector Dept"
"2026-03-11","14029","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-26","9687","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-01-23","5663","Rent","Global Office Ltd","Public Sector Dept"
"2026-03-02","46582","Inventory","Prime Consulting","Public Sector Dept"
"2026-01-08","14444","Inventory","Prime Consulting","Retail Giant A"
"2026-02-08","13379","Inventory","Prime Consulting","SmallBiz Inc"
"2026-03-06","8553","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-05","3179","Inventory","Global Office Ltd","Public Sector Dept"
"2026-02-01","5961","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-01-27","7822","Inventory","Global Office Ltd","Retail Giant A"
"2026-01-02","9021","Inventory","Azure Utilities","SmallBiz Inc"
"2026-02-22","33766","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-01-20","2297","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-03-01","1324","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-02-01","4578","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-03-15","16770","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-03-16","31394","Inventory","TechLogistics Corp","Direct Consumer"
"2026-01-23","32890","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-01-12","2248","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-02-16","11961","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-01-11","4888","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-03-19","46712","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-02-11","43825","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-03-07","18719","Rent","Azure Utilities","Direct Consumer"
"2026-02-20","46416","Inventory","TechLogistics Corp","Direct Consumer"
"2026-02-17","7419","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-30","32607","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-02-22","35247","Tax Provision","TechLogistics Corp","SmallBiz Inc"
